Estagio;Formação vegetal;Parcela;Linha;Sub transecto;Diametr;Perimetr;direcao;grau decomp;Bambu;[2-5 cm];[5-10 cm];Tipo de planta;podridao;comprimento;pto inter ceptação;topografia;Observação;Árvore  próxima;dia;mes;ano;altura;sequencia;perimetro na base;perimetro no extremo distal
Restoration;semidecidua;1D;10;2;;8.8;0;3;;1;0;arv(galho);NA;77;9;vale;;;26;4;2018;455;4459;9.1;7.6
Restoration;semidecidua;1D;10;2;;8.8;290;3;;1;0;arv(galho);NA;77;51;vale;;;26;4;2018;455;4460;10.1;7.9
Restoration;semidecidua;1D;10;2;;24.6;340;4;;0;1;arv;NA;330;58;vale;;;26;4;2018;455;4461;24.9;19.7
Restoration;semidecidua;1D;10;2;;7.2;350;1;;1;0;arv(galho);;112;98;vale;;;26;4;2018;455;4462;7.8;6.3
Restoration;semidecidua;1D;10;2;;7.5;30;4;;1;0;arv(galho);NA;53;38;vale;;;26;4;2018;455;4463;8.2;7.5
Restoration;semidecidua;1D;10;3;;;;;;0;0;;;;;vale;;;26;4;2018;455;4464;;
Restoration;semidecidua;2C;10;1;;32.9;290;2;;0;0;arv;;510;450;vale;;;26;4;2018;455;4465;53;31.2
Restoration;semidecidua;2C;10;2;;10.7;150;4;;1;0;arv(galho);NA;180;40;vale;;;26;4;2018;455;4466;10.7;7.2
Restoration;semidecidua;2C;10;2;;16.8;195;4;;0;1;arv(galho);NA;193;190;vale;FOTO;;26;4;2018;455;4467;22.3;16
Restoration;semidecidua;2C;10;2;;10.7;310;3;;1;0;arv(galho);NA;314;270;vale;;;26;4;2018;455;4468;19.4;8.1
Restoration;semidecidua;2C;10;2;;14.8;30;2;;1;0;arv(galho);;160;16;vale;;;26;4;2018;455;4469;16;9.2
Restoration;semidecidua;2C;10;2;;13.4;350;2;;1;0;arv(galho);;370;180;vale;;;26;4;2018;455;4470;15.4;9.5
Restoration;semidecidua;2C;10;2;;10.7;80;4;;1;0;arv(galho);NA;54;14;vale;;;26;4;2018;455;4471;12.1;7.1
Restoration;semidecidua;2C;10;2;;8.5;240;2;;1;0;arv(galho);;120;30;vale;;;26;4;2018;455;4472;9.3;6.9
Restoration;semidecidua;2C;10;2;;6.9;205;3;;1;0;arv(galho);NA;38;33;vale;;;26;4;2018;455;4473;8.1;6.9
Restoration;semidecidua;2C;10;2;;9.6;65;3;;1;0;arv(galho);NA;47;26;vale;;;26;4;2018;455;4474;10.3;8.1
Restoration;semidecidua;2C;10;2;;8.6;350;2;;1;0;arv(galho);;102;15;vale;;;26;4;2018;455;4475;9.2;7.2
Restoration;semidecidua;2C;10;3;;;;;;0;0;;;;;vale;;;26;4;2018;455;4476;;
Restoration;semidecidua;3C;10;1;;;;;;0;0;;;;;vale;;;26;4;2018;455;4477;;
Restoration;semidecidua;3C;10;2;;6.4;100;1;;1;0;arv(galho);;79;78;vale;;;26;4;2018;455;4478;7.2;6.3
Restoration;semidecidua;3C;10;2;;8.8;90;1;;1;0;arv(galho);;292;232;vale;;;26;4;2018;455;4479;11.1;6.3
Restoration;semidecidua;3C;10;2;;9.6;40;4;;1;0;arv(galho);branca;40;10;vale;;;26;4;2018;455;4480;9.6;6.7
Restoration;semidecidua;3C;10;2;;7.8;350;1;;1;0;arv(galho);;128;22;vale;;;26;4;2018;455;4481;8;6.3
Restoration;semidecidua;3C;10;2;;6.6;330;1;;1;0;arv(galho);;60;50;vale;;;26;4;2018;455;4482;7.2;6.3
Restoration;semidecidua;3C;10;2;;9;120;1;;1;0;arv(galho);;138;72;vale;;;26;4;2018;455;4483;9.2;6.3
Restoration;semidecidua;3C;10;2;;8.2;20;1;;1;0;arv(galho);;190;110;vale;;;26;4;2018;455;4484;8.9;6.9
Restoration;semidecidua;3C;10;3;;;;;;0;0;;;;;vale;;;26;4;2018;455;4485;;
Restoration;semidecidua;2B;18;3;;;;;;0;0;;;;;vale;;;26;4;2018;455;4486;;
Restoration;semidecidua;2B;18;2;;13.5;50;4;;1;0;arv(galho);mista;138;124;vale;;;26;4;2018;455;4487;45.9;11.2
Restoration;semidecidua;2B;18;2;;17.6;320;3;;0;1;arv(galho);NA;16;15;vale;;;26;4;2018;455;4488;18.5;17.6
Restoration;semidecidua;2B;18;2;;9;190;5;;1;0;arv(galho);branca;160;124;vale;;;26;4;2018;455;4489;15;7.5
Restoration;semidecidua;2B;18;2;;9.8;80;2;;1;0;arv(galho);;58;57;vale;;;26;4;2018;455;4490;9.8;9.8
Restoration;semidecidua;2B;18;1;;;;;;0;0;;;;;vale;;;26;4;2018;455;4491;;
Restoration;semidecidua;1B;18;3;;;;;;0;0;;;;;vale;;;26;4;2018;455;4492;;
Restoration;semidecidua;1B;18;2;;6.7;90;4;;1;0;arv(galho);mista;20;5;vale;;;26;4;2018;455;4493;6.7;6.3
Restoration;semidecidua;1B;18;2;;15.1;50;5;;1;0;arv(galho);branca;21;1;vale;;;26;4;2018;455;4494;15.1;14.1
Restoration;semidecidua;1B;18;1;;;;;;0;0;;;;;vale;;;26;4;2018;455;4495;;
Restoration;semidecidua;3B;18;3;;34;10;5;;0;0;arv;branca;114;59;vale;;;26;4;2018;455;4496;39;33
Restoration;semidecidua;3B;18;3;;32.9;170;3;;0;0;arv;branca;200;106;vale;;;26;4;2018;455;4497;44.3;32.9
Restoration;semidecidua;3B;18;2;;7.8;170;3;;1;0;arv(galho);branca;70;31;vale;;;26;4;2018;455;4498;9.2;7.6
Restoration;semidecidua;3B;18;2;;11.6;230;1;;1;0;arv(galho);;198;100;vale;;;26;4;2018;455;4499;12.1;6.3
Restoration;semidecidua;3B;18;2;;10.6;10;3;;1;0;arv(galho);branca;135;54;vale;;;26;4;2018;455;4500;14.4;9.8
Restoration;semidecidua;3B;18;2;;12.9;210;3;;1;0;arv(galho);branca;100;82;vale;;;26;4;2018;455;4501;12.9;12.2
Restoration;semidecidua;3B;18;2;;7.6;190;3;;1;0;arv(galho);branca;32;17;vale;;;26;4;2018;455;4502;7.8;6.5
Restoration;semidecidua;3B;18;1;;;;;;0;0;;;;;vale;;;26;4;2018;455;4503;;
Restoration;semidecidua;1C;18;3;;;;;;0;0;;;;;vale;FOTO No transecto 1C,18,2 havia duas peças (diam 2 a 5 cm) consumidas no interior, só restava casca (foto, GD4). Não foram incluidas na planilha porque o diam seria menor a 2 cm se a peças colapsarem.;;26;4;2018;455;4504;;
Restoration;semidecidua;1C;18;2;;10.1;10;1;;1;0;arv(galho);;450;160;vale;FOTO galho pendurado;;26;4;2018;455;4505;12.2;6.3
Restoration;semidecidua;1C;18;2;;7.7;230;3;;1;0;arv(galho);NA;56;56;vale;;;26;4;2018;455;4506;10;7.7
Restoration;semidecidua;1C;18;2;;8.9;240;4;;1;0;arv(galho);NA;NA;NA;vale;;;26;4;2018;455;4507;8.1;8.2
Restoration;semidecidua;1C;18;1;;;;;;0;0;;;;;vale;;;26;4;2018;455;4508;;
Restoration;semidecidua;1C;26;1;;;;;;0;0;;;;;vale;;;26;4;2018;455;4509;;
Restoration;semidecidua;1C;26;2;;7.5;130;3;;1;0;arv(galho);mista;270;255;vale;;;26;4;2018;455;4510;15.3;7.1
Restoration;semidecidua;1C;26;2;;8.7;90;3;;1;0;arv(galho);NA;86;30;vale;;;26;4;2018;455;4511;9.9;6.3
Restoration;semidecidua;1C;26;2;;6.6;290;1;;1;0;arv(galho);;150;132;vale;;;26;4;2018;455;4512;10.2;6.4
Restoration;semidecidua;1C;26;2;;11.7;10;4;;1;0;arv(galho);mista;303;173;vale;;;26;4;2018;455;4513;16.1;6.8
Restoration;semidecidua;1C;26;2;;16.4;350;3;;0;1;arv(galho);mista;237;190;vale;;;26;4;2018;455;4514;22.8;15.8
Restoration;semidecidua;1C;26;2;;9.8;270;2;;1;0;arv(galho);;224;150;vale;;;26;4;2018;455;4515;11.6;6.4
Restoration;semidecidua;1C;26;3;;;;;;0;0;;;;;vale;;;26;4;2018;455;4516;;
Restoration;semidecidua;2B;26;1;;;;;;0;0;;;;;vale;;;26;4;2018;455;4517;;
Restoration;semidecidua;2B;26;2;;7.1;60;3;;1;0;arv(galho);mista;150;92;vale;;;26;4;2018;455;4518;9.1;7
Restoration;semidecidua;2B;26;2;;28.8;230;3;;0;1;arv;branca;600;20;vale;;;26;4;2018;455;4519;30.8;15.5
Restoration;semidecidua;2B;26;2;;14.5;170;2;;1;0;arv(galho);;360;1;vale;;;26;4;2018;455;4520;14.5;6.3
Restoration;semidecidua;2B;26;2;;7.4;270;4;;1;0;arv(galho);mista;30;26;vale;;;26;4;2018;455;4521;7.4;7.2
Restoration;semidecidua;2B;26;2;;6.5;260;3;;1;0;arv(galho);NA;109;80;vale;;;26;4;2018;455;4522;8.8;6.3
Restoration;semidecidua;2B;26;3;;;;;;0;0;;;;;vale;;;26;4;2018;455;4523;;
Restoration;semidecidua;1B;26;1;;;;;;0;0;;;;;vale;;;26;4;2018;455;4524;;
Restoration;semidecidua;1B;26;2;;10.7;100;3;;1;0;arv(galho);mista;85;8;vale;;;26;4;2018;455;4525;10.7;9
Restoration;semidecidua;1B;26;2;;6.4;50;1;;1;0;arv(galho);;93;84;vale;;;26;4;2018;455;4526;8.5;6.3
Restoration;semidecidua;1B;26;2;;6.6;60;2;;1;0;arv(galho);;124;24;vale;;;26;4;2018;455;4527;7.3;6.3
Restoration;semidecidua;1B;26;2;;9.2;70;3;;1;0;arv(galho);NA;214;116;vale;;;26;4;2018;455;4528;10.5;6.6
Restoration;semidecidua;1B;26;3;;;;;;0;0;;;;;vale;;;26;4;2018;455;4529;;
Restoration;semidecidua;3B;26;1;;;;;;0;0;;;;;vale;;;26;4;2018;455;4530;;
Restoration;semidecidua;3B;26;2;;9.7;190;5;;1;0;arv(galho);branca;86;5;vale;;;26;4;2018;455;4531;9.7;6.7
Restoration;semidecidua;3B;26;2;;7.4;40;2;;1;0;arv(galho);;34;16;vale;;;26;4;2018;455;4532;7.8;6.4
Restoration;semidecidua;3B;26;2;;10.4;210;5;;1;0;arv(galho);branca;55;48;vale;;;26;4;2018;455;4533;11.8;10.4
Restoration;semidecidua;3B;26;2;;13.2;30;4;;1;0;arv(galho);branca;15;8;vale;;;26;4;2018;455;4534;11.5;8.4
Restoration;semidecidua;3B;26;2;;19.8;190;3;;0;1;arv(galho);NA;373;240;vale;Foto raizes fina na MM. Facilitação: umidade solo < umidade MM;;26;4;2018;455;4535;22.9;15.5
Restoration;semidecidua;3B;26;2;;42.3;220;3;;0;0;arv;mista;460;370;vale;;;26;4;2018;455;4536;71.3;35.5
Restoration;semidecidua;3B;26;2;;7.9;10;3;;1;0;arv(galho);mista;196;150;vale;;;26;4;2018;455;4537;13.1;6.5
Restoration;semidecidua;3B;26;2;;15.2;40;3;;1;0;arv(galho);NA;65;31;vale;;;26;4;2018;455;4538;15.7;15.5
Restoration;semidecidua;3B;26;2;;8.9;20;4;;1;0;arv(galho);branca;76;33;vale;;;26;4;2018;455;4539;9.7;8.9
Restoration;semidecidua;3B;26;2;;7.6;0;2;;1;0;arv(galho);;201;139;vale;;;26;4;2018;455;4540;13;8
Restoration;semidecidua;3B;26;2;;21.8;210;4;;0;1;arv(galho);branca;112;50;vale;;;26;4;2018;455;4541;25.1;17
Restoration;semidecidua;3B;26;3;;;;;;0;0;;;;;vale;;;26;4;2018;455;4542;;
Restoration;semidecidua;2A;34;1;;;;;;0;0;;;;;vale;;;26;4;2018;455;4543;;
Restoration;semidecidua;2A;34;2;;;;;;0;0;;;;;vale;;;26;4;2018;455;4544;;
Restoration;semidecidua;2A;34;3;;;;;;0;0;;;;;vale;;;26;4;2018;455;4545;;
Restoration;semidecidua;3A;34;1;;35.9;350;3;;0;0;arv;branca;285;115;vale;;;26;4;2018;455;4546;38.8;33
Restoration;semidecidua;3A;34;2;;8.9;340;5;;1;0;arv(galho);mista;92;26;vale;;;26;4;2018;455;4547;13;6.3
Restoration;semidecidua;3A;34;2;;7.1;330;3;;1;0;arv(galho);NA;97;70;vale;;;26;4;2018;455;4548;7.9;7.1
Restoration;semidecidua;3A;34;2;;14.5;200;4;;1;0;arv(galho);branca;115;74;vale;;;26;4;2018;455;4549;14.1;13.8
Restoration;semidecidua;3A;34;2;;22.9;30;3;;0;1;arv(galho);mista;114;72;vale;;;26;4;2018;455;4550;22.2;20.5
Restoration;semidecidua;3A;34;2;;8.1;10;4;;1;0;arv(galho);mista;58;36;vale;;;26;4;2018;455;4551;8.8;8.2
Restoration;semidecidua;3A;34;2;;12.9;340;2;;1;0;arv(galho);;234;31;vale;;;26;4;2018;455;4552;6.5;12.7
Restoration;semidecidua;3A;34;2;;16.5;10;4;;0;1;arv(galho);branca;78;77;vale;;;26;4;2018;455;4553;17.7;16.5
Restoration;semidecidua;3A;34;2;;7.4;240;5;;1;0;arv(galho);branca;58;57;vale;;;26;4;2018;455;4554;7.9;7.4
Restoration;semidecidua;3A;34;2;;12.1;50;1;;1;0;arv(galho);;442;239;vale;;;26;4;2018;455;4555;13.8;9.9
Restoration;semidecidua;3A;34;3;;46.8;250;4;;0;0;arv;mista;120;90;vale;;;26;4;2018;455;4556;49.9;37.7
Restoration;semidecidua;1A;34;1;;;;;;0;0;;;;;vale;;;26;4;2018;455;4557;;
Restoration;semidecidua;1A;34;2;;10.3;150;2;;1;0;arv(galho);;212;20;vale;;;26;4;2018;455;4558;10.5;7.5
Restoration;semidecidua;1A;34;2;;8.1;350;2;;1;0;arv(galho);;225;126;vale;;;26;4;2018;455;4559;10.1;6.8
Restoration;semidecidua;1A;34;2;;10.9;100;5;;1;0;arv(galho);branca;21;10;vale;;;26;4;2018;455;4560;10.9;10.9
Restoration;semidecidua;1A;34;2;;18.7;220;3;;0;1;arv(galho);NA;165;56;vale;;;26;4;2018;455;4561;21.8;18.5
Restoration;semidecidua;1A;34;3;;;;;;0;0;;;;;vale;;;26;4;2018;455;4562;;
Restoration;semidecidua;2A;42;1;;;;;;0;0;;;;;vale;;;26;4;2018;455;4563;;
Restoration;semidecidua;2A;42;2;;7.8;30;5;;1;0;arv(galho);mista;69;40;vale;;;26;4;2018;455;4564;8.1;8
Restoration;semidecidua;2A;42;2;;13.3;350;4;;1;0;arv(galho);mista;190;152;vale;;;26;4;2018;455;4565;15.5;13.5
Restoration;semidecidua;2A;42;2;;7.2;210;2;;1;0;arv(galho);;116;93;vale;;;26;4;2018;455;4566;8.7;7.1
Restoration;semidecidua;2A;42;3;;;;;;0;0;;;;;vale;;;26;4;2018;455;4567;;
Restoration;semidecidua;3A;42;1;;;;;;0;0;;;;;vale;;;26;4;2018;455;4568;;
Restoration;semidecidua;3A;42;2;;11.2;60;5;;1;0;arv(galho);mista;40;33;vale;;;26;4;2018;455;4569;15.8;11
Restoration;semidecidua;3A;42;2;;10;190;3;;1;0;arv(galho);mista;113;1;vale;;;26;4;2018;455;4570;10;7.5
Restoration;semidecidua;3A;42;2;;28.2;50;5;;0;1;arv(galho);mista;81;21;vale;;;26;4;2018;455;4571;28.2;22.1
Restoration;semidecidua;3A;42;2;;12.3;210;3;;1;0;arv(galho);mista;95;8;vale;;;26;4;2018;455;4572;12.5;7.6
Restoration;semidecidua;3A;42;2;;7.8;340;3;;1;0;arv(galho);mista;127;80;vale;;;26;4;2018;455;4573;14.7;7
Restoration;semidecidua;3A;42;2;;16.1;350;4;;0;1;arv(galho);branca;240;226;vale;;;26;4;2018;455;4574;23.6;15.8
Restoration;semidecidua;3A;42;3;;;;;;0;0;;;;;vale;;;26;4;2018;455;4575;;
Restoration;semidecidua;1A;42;1;;;;;;0;0;;;;;vale;;;26;4;2018;455;4576;;
Restoration;semidecidua;1A;42;2;;6.8;10;2;;1;0;arv(galho);;76;62;vale;;;26;4;2018;455;4577;8.4;7
Restoration;semidecidua;1A;42;2;;10;280;3;;1;0;arv(galho);branca;92;90;vale;;;26;4;2018;455;4578;10;8.5
Restoration;semidecidua;1A;42;2;;9;240;2;;1;0;arv(galho);;79;41;vale;;;26;4;2018;455;4579;10.2;6.3
Restoration;semidecidua;1A;42;2;;7.3;190;2;;1;0;arv(galho);;160;130;vale;;;26;4;2018;455;4580;10;6.3
Restoration;semidecidua;1A;42;2;;;;;;0;0;;;;;vale;;;26;4;2018;455;4581;;
